,cik_str,ticker,Company
646,1669414,SMPNY,"Sompo Japan Nipponkoa Holdings, Inc./Adr"
647,217346,TXT,Textron Inc
648,1660134,OKTA,"Okta, Inc."
649,73124,NTRS,Northern Trust Corp
650,1754301,FOXA,Fox Corp
651,920522,ESS,"Essex Property Trust, Inc."
652,1438077,JRONY,Jeronimo Martins Sgps Sa
653,1406234,BIP,Brookfield Infrastructure Partners L.P.
654,8818,AVY,Avery Dennison Corp
655,789570,MGM,Mgm Resorts International
656,1722482,AVTR,"Avantor, Inc."
657,1066119,VIV,Telefonica Brasil S.A.
658,60086,L,Loews Corp
659,1022079,DGX,Quest Diagnostics Inc
660,1400691,HDELY,Heidelbergcement Ag
661,1031308,BSY,Bentley Systems Inc
662,1679273,LW,"Lamb Weston Holdings, Inc."
663,1883685,DKNG,Draftkings Inc.
664,1263043,SHG,Shinhan Financial Group Co Ltd
665,1101302,ENTG,Entegris Inc
666,1751008,APP,Applovin Corp
667,1375365,SMCI,"Super Micro Computer, Inc."
668,1787425,XP,Xp Inc.
669,1810806,U,Unity Software Inc.
670,1124140,EXAS,Exact Sciences Corp
671,879169,INCY,Incyte Corp
672,896076,MGDDY,Michelin Compagnie Generale Des Etablissements Michelin /Fi
673,1674101,VRT,Vertiv Holdings Co
674,1378789,AER,Aercap Holdings N.V.
675,898293,JBL,Jabil Inc
676,1773383,DT,"Dynatrace, Inc."
677,106040,WDC,Western Digital Corp
678,31791,RVTY,"Revvity, Inc."
679,1286681,DPZ,Dominos Pizza Inc
680,910521,DECK,Deckers Outdoor Corp
681,790051,CSL,Carlisle Companies Inc
682,1126975,MMP,"Magellan Midstream Partners, L.P."
683,1855612,GRAB,Grab Holdings Ltd
684,91440,SNA,Snap-On Inc
685,24545,TAP,Molson Coors Beverage Co
686,1001474,KKPNY,Koninklijke Kpn N V
687,1811074,TPL,Texas Pacific Land Corp
688,105016,WSO,Watsco Inc
689,23217,CAG,Conagra Brands Inc.
690,1937926,BAM,Brookfield Asset Management Ltd.
691,1646972,ACI,"Albertsons Companies, Inc."
692,945841,POOL,Pool Corp
693,1402436,SSNC,Ss&C Technologies Holdings Inc
694,74208,UDR,"Udr, Inc."
695,1025378,WPC,W. P. Carey Inc.
696,909327,SUZ,Suzano S.A.
697,1306830,CE,Celanese Corp
698,1811210,LCID,"Lucid Group, Inc."
699,1611983,LBRDA,Liberty Broadband Corp
700,1069202,LII,Lennox International Inc
701,1065696,LKQ,Lkq Corp
702,1634997,AGR,"Avangrid, Inc."
703,1748790,AMCR,Amcor Plc
704,93556,SWK,"Stanley Black & Decker, Inc."
705,75677,PKG,Packaging Corp Of America
706,1601712,SYF,Synchrony Financial
707,91419,SJM,J M Smucker Co
708,1281721,SGIOY,Shionogi & Co Ltd
709,72331,NDSN,Nordson Corp
710,1137789,STX,Seagate Technology Holdings Plc
711,352541,LNT,Alliant Energy Corp
712,1547873,PTCAY,Pt Chandra Asri Petrochemical Tbk/Adr
713,1792580,OVV,Ovintiv Inc.
714,759944,CFG,Citizens Financial Group Inc/Ri
715,1336920,LDOS,"Leidos Holdings, Inc."
716,858446,IHG,Intercontinental Hotels Group Plc /New/
717,1163653,NMR,Nomura Holdings Inc
718,1802768,RPRX,Royalty Pharma Plc
719,1445475,BOUYY,Bouygues Sa
720,38777,BEN,Franklin Resources Inc
721,1333141,FMS,Fresenius Medical Care Ag & Co. Kgaa
722,877212,ZBRA,Zebra Technologies Corp
723,1841666,APA,Apa Corp
724,811250,HLDCY,Henderson Land Development Company Ltd /Fi
725,895417,ELS,Equity Lifestyle Properties Inc
726,1170010,KMX,Carmax Inc
727,1575965,GLPI,"Gaming & Leisure Properties, Inc."
728,1897982,AZPN,"Aspen Technology, Inc."
729,1849253,RYAN,"Ryan Specialty Holdings, Inc."
730,16732,CPB,Campbell Soup Co
731,1483994,HTHT,H World Group Ltd
732,42888,GGG,Graco Inc
733,1159152,JHX,James Hardie Industries Plc
734,932477,LNVGY,Lenovo Group Ltd
735,864749,TRMB,Trimble Inc.
736,110621,RPM,Rpm International Inc/De/
737,1447629,LNNGY,Li Ning Co. Ltd.
738,855658,LSCC,Lattice Semiconductor Corp
739,62996,MAS,Masco Corp /De/
740,1145197,PODD,Insulet Corp
741,1285785,MOS,Mosaic Co
742,1446444,TKHVY,Turk Hava Yollari A.O.
743,1711269,EVRG,"Evergy, Inc."
744,1056696,MANH,Manhattan Associates Inc
745,1780232,GFL,Gfl Environmental Inc.
746,849399,GEN,Gen Digital Inc.
747,1370946,OC,Owens Corning
748,1692819,VST,Vistra Corp.
749,1786352,BILL,"Bill Holdings, Inc."
750,1801198,LEGN,Legend Biotech Corp
751,1385535,GLPEY,"Galp Energia, Sgps, S.A."
752,891103,MTCH,"Match Group, Inc."
753,51644,IPG,"Interpublic Group Of Companies, Inc."
754,1046102,RBA,Rb Global Inc.
755,1447669,TWLO,Twilio Inc
756,1792044,VTRS,Viatris Inc
757,1564708,NWSA,News Corp
758,1889539,CRBG,"Corebridge Financial, Inc."
759,1070750,HST,"Host Hotels & Resorts, Inc."
760,51434,IP,International Paper Co /New/
761,845982,SNN,Smith & Nephew Plc
762,866374,FLEX,Flex Ltd.
763,1617640,ZG,"Zillow Group, Inc."
764,1474432,PSTG,"Pure Storage, Inc."
765,1527166,CG,Carlyle Group Inc.
766,1003935,NICE,Nice Ltd.
767,818686,TEVA,Teva Pharmaceutical Industries Ltd
768,1135951,RDY,Dr Reddys Laboratories Ltd
769,1331875,FNF,"Fidelity National Financial, Inc."
770,868857,ACM,Aecom
771,842023,TECH,Bio-Techne Corp
772,895126,CHK,Chesapeake Energy Corp
773,879101,KIM,Kimco Realty Corp
774,1725057,CDAY,Ceridian Hcm Holding Inc.
775,910606,REG,Regency Centers Corp
776,874761,AES,Aes Corp
777,1111711,NI,Nisource Inc.
778,1588823,TFII,Tfi International Inc.
779,1590895,CZR,"Caesars Entertainment, Inc."
780,1177702,SAIA,Saia Inc
781,914475,NBIX,Neurocrine Biosciences Inc
782,1555812,SMKUY,Siam Makro Public Co Limited/Adr
783,1428439,ROKU,"Roku, Inc"
784,1915657,DINO,Hf Sinclair Corp
785,1032975,LOGI,Logitech International S.A.
786,1650164,TOST,"Toast, Inc."
787,1468174,H,Hyatt Hotels Corp
788,1172724,GFI,Gold Fields Ltd
789,873303,SRPT,"Sarepta Therapeutics, Inc."
790,1794515,ZI,Zoominfo Technologies Inc.
791,1609711,GDDY,Godaddy Inc.
792,1571283,REXR,"Rexford Industrial Realty, Inc."
793,779152,JKHY,Jack Henry & Associates Inc
794,1287750,ARCC,Ares Capital Corp
795,1744676,TME,Tencent Music Entertainment Group
796,906345,CPT,Camden Property Trust
797,904851,YPF,Ypf Sociedad Anonima
798,765880,PEAK,"Healthpeak Properties, Inc."
799,1219601,CCK,Crown Holdings Inc
800,1001290,BAP,Credicorp Ltd
801,12208,BIO,"Bio-Rad Laboratories, Inc."
802,1019849,PAG,"Penske Automotive Group, Inc."
803,77360,PNR,Pentair Plc
804,1321732,PEN,Penumbra Inc
805,1174922,WYNN,Wynn Resorts Ltd
806,1591698,PCTY,Paylocity Holding Corp
807,91576,KEY,Keycorp /New/
808,1289419,MORN,"Morningstar, Inc."
809,21175,CNA,Cna Financial Corp
810,1070423,PAA,Plains All American Pipeline Lp
811,4457,UHAL,U-Haul Holding Co /Nv/
812,1002638,OTEX,Open Text Corp
813,1100682,CRL,"Charles River Laboratories International, Inc."
814,1082554,UTHR,United Therapeutics Corp
815,320335,GL,Globe Life Inc.
816,91142,AOS,Smith A O Corp
817,1161125,BCH,Bank Of Chile
818,1062579,DOX,Amdocs Ltd
819,1127248,EMRAF,Emera Inc
820,806968,WPP,Wpp Plc
821,59527,LECO,Lincoln Electric Holdings Inc
822,726958,CASY,Caseys General Stores Inc
823,1734722,PATH,"Uipath, Inc."
824,913144,RNR,Renaissancere Holdings Ltd
825,105634,EME,"Emcor Group, Inc."
826,1699838,CFLT,"Confluent, Inc."
827,1043277,CHRW,"C. H. Robinson Worldwide, Inc."
828,1507079,FND,"Floor & Decor Holdings, Inc."
829,78128,WTRG,"Essential Utilities, Inc."
830,1043219,NLY,Annaly Capital Management Inc
831,1423902,WES,"Western Midstream Partners, Lp"
832,1076378,CX,Cemex Sab De Cv
833,96943,TFX,Teleflex Inc
834,1333986,EQH,"Equitable Holdings, Inc."
835,1037540,BXP,Boston Properties Inc
836,1049183,ACCYY,Accor
837,1372920,EDU,New Oriental Education & Technology Group Inc.
838,82811,RRX,Regal Rexnord Corp
839,1545772,BPYPP,Brookfield Property Partners L.P.
840,1783879,HOOD,"Robinhood Markets, Inc."
841,46080,HAS,"Hasbro, Inc."
842,1024305,COTY,Coty Inc.
843,1669162,KNSL,"Kinsale Capital Group, Inc."
844,1579298,BURL,"Burlington Stores, Inc."
845,1000228,HSIC,Henry Schein Inc
846,1511737,UI,Ubiquiti Inc.
847,1015820,QGEN,Qiagen N.V.
848,1062066,ALSMY,Alstom
849,812011,MTN,Vail Resorts Inc
850,1584509,ARMK,Aramark
851,769218,AEG,Aegon Nv
852,1665918,USFD,Us Foods Holding Corp.
853,1048695,FFIV,"F5, Inc."
854,916540,DAR,Darling Ingredients Inc.
855,1327068,USO,"United States Oil Fund, Lp"
856,908255,BWA,Borgwarner Inc
857,37785,FMC,Fmc Corp
858,1089063,DKS,"Dick'S Sporting Goods, Inc."
859,1042046,AFG,American Financial Group Inc
860,1604028,WMS,"Advanced Drainage Systems, Inc."
861,1880661,TPG,Tpg Inc.
862,5513,UNM,Unum Group
863,1109354,BRKR,Bruker Corp
864,898174,RGA,Reinsurance Group Of America Inc
865,1467623,DBX,"Dropbox, Inc."
866,1177394,SNX,Td Synnex Corp
867,1766502,CHWY,"Chewy, Inc."
868,800954,OMRNY,Omron Corp /Fi
869,1261333,DOCU,"Docusign, Inc."
870,1618673,PFGC,Performance Food Group Co
871,1579241,ALLE,Allegion Plc
872,1446418,MTLHY,Mitsubishi Chemical Holdings Corp
873,1858985,ONON,On Holding Ag
874,1604778,QRVO,"Qorvo, Inc."
875,915389,EMN,Eastman Chemical Co
876,89089,SCI,Service Corp International
877,1767582,LKNCY,Luckin Coffee Inc.
878,927066,DVA,Davita Inc.
879,1732845,WRK,Westrock Co
880,1043604,JNPR,Juniper Networks Inc
881,1720635,NVT,Nvent Electric Plc
882,1347557,PAC,Pacific Airport Group
883,1298675,CUBE,Cubesmart
884,1073404,GGB,Gerdau S.A.
885,719955,WSM,Williams Sonoma Inc
886,1177609,FIVE,"Five Below, Inc"
887,1436786,OUKPY,Outotec Oyj
888,1681459,FTI,Technipfmc Plc
889,1531152,BJ,"Bj'S Wholesale Club Holdings, Inc."
890,822818,CLH,Clean Harbors Inc
891,880266,AGCO,Agco Corp /De
892,1611052,PCOR,"Procore Technologies, Inc."
893,1027664,ESLT,Elbit Systems Ltd
894,730272,RGEN,Repligen Corp
895,1127055,VIVHY,Vivendi
896,1815846,MNSO,Miniso Group Holding Ltd
897,1481045,DSEEY,Daiwa Securities Group Inc.
898,1013871,NRG,"Nrg Energy, Inc."
899,887225,KEP,Korea Electric Power Corp
900,20212,CHDN,Churchill Downs Inc
901,813828,PARA,Paramount Global
902,764622,PNW,Pinnacle West Capital Corp
903,1455863,COLD,Americold Realty Trust
904,352915,UHS,Universal Health Services Inc
905,1027552,BSAC,Banco Santander Chile
906,1690820,CVNA,Carvana Co.
907,1596783,CTLT,"Catalent, Inc."
908,1635088,ROIV,Roivant Sciences Ltd.
909,1090425,LAMR,Lamar Advertising Co/New
910,6201,AAL,American Airlines Group Inc.
911,1309108,WEX,Wex Inc.
912,1450123,JBSAY,Jbs S.A.
913,1849853,STVN,Stevanato Group S.P.A.
914,40729,ALLY,Ally Financial Inc.
915,1668397,MEDP,"Medpace Holdings, Inc."
916,737758,TTC,Toro Co
917,1633931,BLD,Topbuild Corp
918,794170,TOL,"Toll Brothers, Inc."
919,1232524,JAZZ,Jazz Pharmaceuticals Plc
920,1492691,KNX,Knight-Swift Transportation Holdings Inc.
921,1618732,NTNX,"Nutanix, Inc."
922,1557860,GLOB,Globant S.A.
923,1170858,SBS,Companhia De Saneamento Basico Do Estado De Sao Paulo-Sabesp
924,1818874,SOFI,"Sofi Technologies, Inc."
925,910073,NYCB,New York Community Bancorp Inc
926,1166003,XPO,"Xpo, Inc."
927,1501585,HII,"Huntington Ingalls Industries, Inc."
928,813762,IEP,Icahn Enterprises L.P.
929,1616707,W,Wayfair Inc.
930,1034670,ALV,Autoliv Inc
931,1278021,MKTX,Marketaxess Holdings Inc
932,1754581,FUTU,Futu Holdings Ltd
933,1647088,WSC,Willscot Mobile Mini Holdings Corp.
934,1015650,SKM,Sk Telecom Co Ltd
935,888491,OHI,Omega Healthcare Investors Inc
936,96223,JEF,Jefferies Financial Group Inc.
937,896622,ATR,"Aptargroup, Inc."
938,831641,TTEK,Tetra Tech Inc
939,216228,ITT,Itt Inc.
940,701985,BBWI,"Bath & Body Works, Inc."
941,1642545,SWAV,"Shockwave Medical, Inc."
942,1519751,FBIN,"Fortune Brands Innovations, Inc."
943,1419612,SEDG,"Solaredge Technologies, Inc."
944,1433270,AR,Antero Resources Corp
945,1023128,LAD,Lithia Motors Inc
946,1845338,MNDY,Monday.Com Ltd.
947,1438569,GRFS,Grifols Sa
948,314590,SSL,Sasol Ltd
949,842162,LEA,Lear Corp
950,1570585,LBTYA,Liberty Global Plc
951,1021860,NOV,Nov Inc.
952,1357615,KBR,"Kbr, Inc."
953,49600,EGP,Eastgroup Properties Inc
954,34903,FRT,Federal Realty Investment Trust
955,350894,SEIC,Sei Investments Co
956,1529192,VIPS,Vipshop Holdings Ltd
957,1658566,PR,Permian Resources Corp
958,1653482,GTLB,Gitlab Inc.
959,938323,PSO,Pearson Plc
960,935494,NATI,National Instruments Corp
961,1370637,ETSY,Etsy Inc
962,1342874,TX,Ternium S.A.
963,929008,WCC,Wesco International Inc
964,1509589,CIVI,"Civitas Resources, Inc."
965,315852,RRC,Range Resources Corp
966,108312,WWD,"Woodward, Inc."
967,1206264,TPX,"Tempur Sealy International, Inc."
968,74260,ORI,Old Republic International Corp
969,1308547,DLB,"Dolby Laboratories, Inc."
970,1173382,CAE,Cae Inc
971,1707753,ESTC,Elastic N.V.
972,315213,RHI,Robert Half Inc.
973,1442653,ROHCY,"Rohm Co., Ltd."
974,871464,HNGKY,Hongkong Land Holdings Ltd /Fi
975,26324,CW,Curtiss Wright Corp
976,1005284,OLED,Universal Display Corp \Pa\
977,1123452,ASR,Southeast Airport Group
978,63276,MAT,Mattel Inc /De/
979,818479,XRAY,Dentsply Sirona Inc.
980,723612,CAR,"Avis Budget Group, Inc."
981,1037038,RL,Ralph Lauren Corp
982,1069157,EWBC,East West Bancorp Inc
983,1895262,NE,Noble Corp Plc
984,1378992,BERY,"Berry Global Group, Inc."
985,1528396,GWRE,"Guidewire Software, Inc."
987,19584,CHE,Chemed Corp
988,355811,GNTX,Gentex Corp
989,1302215,HLI,"Houlihan Lokey, Inc."
990,1560385,LSXMA,Liberty Media Corp
991,1520006,MTDR,Matador Resources Co
992,29644,DCI,Donaldson Co Inc
993,851205,CGNX,Cognex Corp
994,941221,ICL,Icl Group Ltd.
995,106640,WHR,Whirlpool Corp /De/
996,1826168,TIMB,Tim S.A.
997,1267238,AIZ,"Assurant, Inc."
998,1131383,STN,Stantec Inc
999,1831097,AGL,"Agilon Health, Inc."
1000,7332,SWN,Southwestern Energy Co
1001,1838413,YMM,Full Truck Alliance Co. Ltd.
1002,1723089,CHX,Championx Corp
1003,892553,GTLS,Chart Industries Inc
1004,1065837,SKX,Skechers Usa Inc
1005,1446457,BDNNY,Boliden Ab
1006,1037976,JLL,Jones Lang Lasalle Inc
1007,1535929,VOYA,"Voya Financial, Inc."
1008,1789832,HESM,Hess Midstream Lp
1009,1475922,PRI,"Primerica, Inc."
1010,1067428,AU,Anglogold Ashanti Ltd
1011,801337,WBS,Webster Financial Corp
1012,1650729,SITE,"Siteone Landscape Supply, Inc."
1013,769520,MIDD,Middleby Corp
1014,1852244,GXO,"Gxo Logistics, Inc."
1015,85535,RGLD,Royal Gold Inc
1016,936395,CIEN,Ciena Corp
1017,70318,THC,Tenet Healthcare Corp
1018,1573516,MUSA,Murphy Usa Inc.
1019,1330568,SLV,Ishares Silver Trust
1020,1600033,ELF,"E.L.F. Beauty, Inc."
1021,71691,NYT,New York Times Co
1022,16058,CACI,Caci International Inc /De/
1023,1069878,TREX,Trex Co Inc
1024,1558812,MEJHY,Meiji Holdings Co Ltd/Adr
1025,764065,CLF,Cleveland-Cliffs Inc.
1026,717423,MUR,Murphy Oil Corp
1027,1021635,OGE,Oge Energy Corp.
1028,1820953,AFRM,"Affirm Holdings, Inc."
1029,939767,EXEL,"Exelixis, Inc."
1030,1598110,CYBR,Cyberark Software Ltd.
1031,750004,LNW,"Light & Wonder, Inc."
1032,1818201,CCCS,Ccc Intelligent Solutions Holdings Inc.
1033,7536,ARW,"Arrow Electronics, Inc."
1034,1603923,WFRD,Weatherford International Plc
1035,1448978,SMBMY,Sembcorp Marine Ltd.
1036,1116132,TPR,"Tapestry, Inc."
1037,100826,UELMO,Union Electric Co
1038,1513761,NCLH,Norwegian Cruise Line Holdings Ltd.
1039,751364,NNN,"Nnn Reit, Inc."
1040,1771917,KRTX,"Karuna Therapeutics, Inc."
1041,1324948,RBC,Rbc Bearings Inc
1042,1237831,GMED,Globus Medical Inc
1043,1474735,GNRC,Generac Holdings Inc.
1044,1910851,RCM,R1 Rcm Inc. /De
1045,103379,VFC,V F Corp
1046,1449003,ASXFY,Asx Ltd.
1047,785161,EHC,Encompass Health Corp
1048,1408075,GPK,Graphic Packaging Holding Co
1049,914208,IVZ,Invesco Ltd.
1050,921825,FR,First Industrial Realty Trust Inc
1051,1430162,CSAN,Cosan S.A.
1052,1512544,ITTOY,Itochu Techno-Solutions Corporation/Adr
1053,1513845,YNDX,Yandex N.V.
1054,720672,SF,Stifel Financial Corp
1055,1637810,FSV,Firstservice Corp
1056,66570,MSA,Msa Safety Inc
1057,1035983,FIX,Comfort Systems Usa Inc
1058,1289460,TXRH,"Texas Roadhouse, Inc."
1059,1581068,BRX,Brixmor Property Group Inc.
1060,1163302,X,United States Steel Corp
1061,853816,LSTR,Landstar System Inc
1062,1856525,CNM,"Core & Main, Inc."
1063,1576873,ABML,American Battery Technology Co
1064,1486957,BWXT,"Bwx Technologies, Inc."
1065,1562088,DUOL,"Duolingo, Inc."
1066,1264136,WF,Woori Financial Group Inc.
1067,350698,AN,"Autonation, Inc."
1068,1479094,STAG,"Stag Industrial, Inc."
1069,15615,MTZ,Mastec Inc
1070,1465128,STWD,"Starwood Property Trust, Inc."
1071,1157557,CIG,Energy Co Of Minas Gerais
1072,1534504,PBF,Pbf Energy Inc.
1073,1486159,CHRD,Chord Energy Corp
1074,1766363,EDR,"Endeavor Group Holdings, Inc."
1075,1398659,G,Genpact Ltd
1076,1749723,NFE,New Fortress Energy Inc.
1077,920371,SSD,"Simpson Manufacturing Co., Inc."
1078,1092699,SPSC,Sps Commerce Inc
1079,1520697,ACHC,"Acadia Healthcare Company, Inc."
1080,889900,PTEN,Patterson Uti Energy Inc
1081,866291,ALGM,"Allegro Microsystems, Inc."
1082,1455955,PUTKY,Pt United Tractors Tbk / Adr
1083,1358762,RETA,Reata Pharmaceuticals Inc
1084,1842827,BZ,Kanzhun Ltd
1085,775158,OSK,Oshkosh Corp
1086,1046257,INGR,Ingredion Inc
1087,1433195,APPF,Appfolio Inc
1088,1071371,CIB,Bancolombia Sa
1089,1835963,GLBE,Global-E Online Ltd.
1090,885550,CACC,Credit Acceptance Corp
1091,917273,RMBS,Rambus Inc
1092,1609550,INSP,"Inspire Medical Systems, Inc."
1093,36966,FHN,First Horizon Corp
1094,704532,ONTO,Onto Innovation Inc.
1095,1604821,NTRA,"Natera, Inc."
1096,1050140,DSGX,Descartes Systems Group Inc
1097,906553,BYD,Boyd Gaming Corp
1098,1451505,RIG,Transocean Ltd.
1099,1546354,DUFRY,Dufry Ag/Adr
1100,74303,OLN,Olin Corp
1101,1046311,CHH,Choice Hotels International Inc /De
1102,912767,UFPI,Ufp Industries Inc
1103,1796209,APG,Api Group Corp
1104,918646,EXP,Eagle Materials Inc
1105,1722684,WH,"Wyndham Hotels & Resorts, Inc."
1106,1846832,DLO,Dlocal Ltd
1107,1014739,OPCH,"Option Care Health, Inc."
1108,317540,COKE,"Coca-Cola Consolidated, Inc."
1109,1360604,HR,Healthcare Realty Trust Inc
1110,1860742,BLCO,Bausch & Lomb Corp
1111,889331,LFUS,Littelfuse Inc /De
1112,84246,RLI,Rli Corp
1113,887936,FCN,"Fti Consulting, Inc"
1114,1544522,FRSH,Freshworks Inc.
1115,1868778,INFA,Informatica Inc.
1116,1472787,FAF,First American Financial Corp
1117,937098,TNET,"Trinet Group, Inc."
1118,874015,IONS,Ionis Pharmaceuticals Inc
1119,1530721,CPRI,Capri Holdings Ltd
1120,39263,CFR,"Cullen/Frost Bankers, Inc."
1121,230557,SIGI,Selective Insurance Group Inc
1122,1489079,ADOOY,Adaro Energy Pt/Adr/
1123,1049502,MKSI,Mks Instruments Inc
1124,109563,AIT,Applied Industrial Technologies Inc
1125,701818,KGC,Kinross Gold Corp
1126,22444,CMC,Commercial Metals Co
1127,1423689,AGNC,Agnc Investment Corp.
1128,1852131,NXT,Nextracker Inc.
1129,1619762,IGT,International Game Technology Plc
1130,1448056,NEWR,"New Relic, Inc."
1131,1418819,IRDM,Iridium Communications Inc.
1132,1445305,WK,Workiva Inc
1133,931015,PII,Polaris Inc.
1134,1402388,WFG,"West Fraser Timber Co., Ltd"
1135,1428336,HQY,"Healthequity, Inc."
1136,1113232,ACLS,Axcelis Technologies Inc
1137,802481,PPC,Pilgrims Pride Corp
1138,1477049,PHYS,Sprott Physical Gold Trust
1139,1571123,SAIC,Science Applications International Corp
1140,1616862,AXTA,Axalta Coating Systems Ltd.
1141,892450,KT,Kt Corp
1142,795403,WTS,Watts Water Technologies Inc
1143,1366561,SMAR,Smartsheet Inc
1144,22356,CBSH,Commerce Bancshares Inc /Mo/
1145,851968,MHK,Mohawk Industries Inc
1146,28412,CMA,Comerica Inc /New/
1147,1770787,TXG,"10X Genomics, Inc."
1148,275880,PSN,Parsons Corp
1149,771992,PAAS,Pan American Silver Corp
1150,1437178,EGFEY,Efg Eurobank Ergasias S.A./Adr
1151,1739104,ELAN,Elanco Animal Health Inc
1152,717605,HXL,Hexcel Corp /De/
1153,917251,ADC,Agree Realty Corp
1154,1592000,ENLC,"Enlink Midstream, Llc"
1155,1884082,PSNY,Polestar Automotive Holding Uk Plc
1156,1816007,LU,Lufax Holding Ltd
1157,12659,HRB,H&R Block Inc
1158,1748797,DOOO,Brp Inc.
1159,1723690,BILI,Bilibili Inc.
1160,1623925,AM,Antero Midstream Corp
1161,1528849,RH,Rh
1162,1477294,ST,Sensata Technologies Holding Plc
1163,1449005,JSCPY,Jsr Corp.
1164,1612042,ASND,Ascendis Pharma A/S
1165,1018963,ATI,Ati Inc
1166,1076930,NOVT,Novanta Inc
1167,1553915,CRCBY,"Chongqing Rural Commercial Bank Co., Ltd./Adr"
1168,1107843,QLYS,"Qualys, Inc."
1169,1493594,MTSI,"Macom Technology Solutions Holdings, Inc."
1170,895419,WOLF,"Wolfspeed, Inc."
1171,1422183,FSK,Fs Kkr Capital Corp
1172,1047127,AMKR,"Amkor Technology, Inc."
1173,1957132,SN,"Sharkninja, Inc."
1174,1666138,ATKR,Atkore Inc.
1175,1334036,CROX,"Crocs, Inc."
1176,1567514,ITCI,"Intra-Cellular Therapies, Inc."
1177,875357,BOKF,Bok Financial Corp
1178,1447137,BKGFY,Berkeley Group Holdings Plc
1179,1786431,REYN,Reynolds Consumer Products Inc.
1180,314808,VAL,Valaris Ltd
1181,1159036,HALO,"Halozyme Therapeutics, Inc."
1182,924805,FRHC,Freedom Holding Corp.
1183,1866368,CWAN,"Clearwater Analytics Holdings, Inc."
1184,1326380,GME,Gamestop Corp.
1185,1437774,BZZUY,Buzzi Unicem S.P.A.
1186,1772016,BRBR,"Bellring Brands, Inc."
1187,1703056,ADT,Adt Inc.
1188,1660280,TENB,"Tenable Holdings, Inc."
1189,937556,MASI,Masimo Corp
1190,1408710,FN,Fabrinet
1191,14930,BC,Brunswick Corp
1192,1655888,OBDC,Blue Owl Capital Corp
1193,932696,NSIT,Insight Enterprises Inc
1194,1360901,EVR,Evercore Inc.
1195,91767,SON,Sonoco Products Co
1196,1530950,POST,"Post Holdings, Inc."
1197,94845,LEVI,Levi Strauss & Co
1198,109380,ZION,"Zions Bancorporation, National Association /Ut/"
1199,1003078,MSM,Msc Industrial Direct Co Inc
1200,913353,CIGI,Colliers International Group Inc.
1201,1212545,WAL,Western Alliance Bancorporation
1202,764038,SSB,Southstate Corp
1203,1411207,ALSN,Allison Transmission Holdings Inc
1204,1701732,ALTR,Altair Engineering Inc.
1205,1125376,ENSG,"Ensign Group, Inc"
1206,1142417,NXST,"Nexstar Media Group, Inc."
1207,1576789,WIX,Wix.Com Ltd.
1208,1492074,ABCM,Abcam Plc
1209,1448893,ESNT,Essent Group Ltd.
1210,1378239,OMAB,Central North Airport Group
1211,1437578,BFAM,Bright Horizons Family Solutions Inc.
1212,1068851,PB,Prosperity Bancshares Inc
1213,1637207,PLNT,"Planet Fitness, Inc."
1214,730263,THO,Thor Industries Inc
1215,28917,DDS,"Dillard'S, Inc."
1216,1115055,PNFP,Pinnacle Financial Partners Inc
1217,1308606,SRC,"Spirit Realty Capital, Inc."
1218,1476150,TRNO,Terreno Realty Corp
1219,1842022,DTM,"Dt Midstream, Inc."
1220,56047,KEX,Kirby Corp
1221,1906324,QDEL,Quidelortho Corp
1222,1040829,RHP,"Ryman Hospitality Properties, Inc."
1223,1675149,AA,Alcoa Corp
1224,30625,FLS,Flowserve Corp
1225,98362,TKR,Timken Co
1226,899689,VNO,Vornado Realty Trust
1227,102729,VMI,Valmont Industries Inc
1228,887153,SIM,"Grupo Simec, S.A.B. De C.V."
1229,1636222,WING,Wingstop Inc.
